// List of Teams and their ID's:
//592 => ID of Tohoku Golden Eagles
//589 => ID of Chiba Marines
//584 => ID of Tokyo Swallows
//585 => ID of Saitama Lions
//587 => ID of Tokyo Giants
//593 => ID of Yokohama DeNA Bay Stars
//590 => ID of Osaka Tigers
//591 => ID of Osaka Buffaloes
//588 => ID of Hiroshima Toyo Carp
//583 => ID of Hokkaido Fighters
//594 => ID of Aichi Dragons
//586 => ID of Fukuoka Hawks
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
30518,0,0,-,,Richardson,David,,28,31,1,1991,206,The United States,78373,Tampa,1,180,170,1,1,11,0,0,7,0,122,167,60,80,132,112,122,167,60,80,132,112,122,167,60,80,132,112,10,0,0,29,25,22,39,79,61,312,217,309,216,312,218,10,4,1,79,102,55,10,3,63,33,114,25,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,1,550,.283,0,0,18,98,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,161,111,105,123,109,327,1.0110,327,314,0,350,256,0,0,0,0,0,0,0,0,314,0,350,256,0,0,0,0,0,0,0,0,0,364,,,richar007dav,,0,10
28587,0,0,-,,Wilson,Justin,J Willy,32,18,8,1987,206,The United States,2845,Anaheim,4,188,205,2,2,12,2271,2271,17,3,147,109,25,109,127,157,147,109,25,109,127,157,147,109,25,109,127,157,3,1,1,22,27,10,30,77,77,454,382,452,387,453,386,3,5,3,22,80,44,16,3,44,35,55,11,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,1,550,.261,0,0,11,48,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,135,128,96,135,50,424,1.1050,424,340,307,307,0,307,0,0,0,0,0,0,0,340,307,307,0,307,0,0,0,0,0,0,0,0,342,wilsoju10,wilsoju10,wilson002jus,@J_J_Wilson,0,16
1884,0,0,-,,Dunand,Joe,,32,20,9,1995,206,The United States,50031,Miami,5,188,205,1,1,5,7,7,7,0,283,348,361,370,264,303,268,336,350,350,252,289,273,339,353,355,255,294,13,2,2,66,64,146,127,92,79,2,2,2,2,2,2,13,15,30,1,0,39,0,4,114,112,120,65,3,9,108,86,124,0,0,150,0,200,200,0,0,0,0,1,550,.203,17,1,11,41,165,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,78,106,154,107,82,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,380,dunanjo01,dunanjo01,dunand000jos,@Joedunand,3,0
153225,0,0,-,,Herrera,Adrian,,6,10,8,2004,206,The United States,69896,San Diego,5,183,185,1,1,11,0,0,3,0,48,34,12,37,16,63,48,34,12,37,16,63,48,34,12,37,16,63,6,0,0,31,0,15,7,146,22,310,254,315,257,400,346,6,7,3,98,108,42,12,3,44,25,74,38,3,5,10,41,61,200,0,0,0,0,0,0,0,0,0,1,550,.290,0,0,24,84,86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,84,108,108,71,66,305,1.0000,414,261,261,261,261,0,0,0,0,0,0,0,0,319,376,422,376,0,0,0,0,0,0,0,0,0,376,,,herrer000adr,,0,12
54996,0,0,-,,Ondina,Steven,,8,30,3,2002,151,Puerto Rico,26619,Gurabo,5,173,161,1,1,6,0,0,2,0,329,272,199,311,369,288,302,247,188,292,333,262,411,334,236,397,462,345,10,1,1,124,140,133,98,126,89,35,5,35,5,35,5,10,11,10,13,4,43,1,3,158,147,133,135,5,5,116,119,126,0,0,0,200,0,200,0,0,0,0,1,550,.202,12,1,3,30,133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,81,70,72,79,92,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,306,,,ondina000ste,@SAOD_2121,5,1
37666,0,0,-,,Kakunaka,Katsuya,,3,25,5,1987,98,Japan,54059,Nanao,2,180,187,2,1,7,1472,1472,14,0,293,332,321,354,215,280,293,320,320,356,218,278,365,323,90,331,357,378,13,0,0,87,116,155,66,128,90,2,2,2,2,2,2,13,15,30,1,0,41,2,3,48,70,86,48,0,0,78,100,116,0,0,0,0,0,0,200,0,0,0,1,550,.228,19,2,1,36,126,13,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,165,122,165,127,110,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,kakuna001kat,,kakuna001kat,,0,2
19735,0,0,-,,Shockley,Dylan,,29,10,4,1997,206,The United States,30769,Harrison,4,180,194,1,1,2,0,0,7,0,303,295,226,379,203,366,297,282,211,367,199,358,298,285,215,370,200,360,7,0,0,19,38,60,76,101,76,277,319,302,324,292,322,7,9,2,28,72,45,10,3,41,53,85,19,90,116,88,92,109,50,200,50,0,0,0,0,0,0,0,1,550,.198,15,0,4,43,183,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,62,166,187,169,104,183,1.0000,183,162,162,0,162,0,0,0,0,0,0,0,0,162,162,0,162,0,0,0,0,0,0,0,0,0,410,,,shockl000dyl,@DylanShockrod,102,10
19337,0,0,-,,Schwarz,JJ,,22,28,3,1996,206,The United States,62311,Palm Beach Gardens,4,185,205,1,1,2,0,0,6,0,235,296,338,376,234,244,225,285,326,359,228,233,228,288,330,363,231,235,13,2,2,58,62,143,81,89,85,2,7,2,7,2,7,13,15,30,1,0,42,0,3,46,67,112,44,73,104,65,75,99,0,200,200,0,0,0,0,0,0,0,1,550,.185,13,0,10,42,173,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,167,84,188,133,131,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,379,,,schwar000jj-,@jj_schwarz5,73,0
56349,0,0,-,,Deming,Austin,,25,21,12,1999,206,The United States,71026,Santa Clara,4,180,214,1,1,5,0,0,3,0,284,345,374,353,245,315,288,351,363,325,235,324,286,349,365,332,236,322,13,0,0,76,81,148,98,76,36,112,74,116,77,114,76,13,11,2,34,87,45,10,3,85,86,109,83,1,3,65,77,105,0,0,150,150,200,0,0,0,0,0,1,550,.207,18,1,12,36,170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,101,66,75,115,89,1,1.0000,5,1,0,1,1,0,0,0,0,0,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,0,393,,,deming000aus,@ademing13,1,10
49611,0,0,-,,Scolaro,Jonah,,13,3,8,1998,206,The United States,84052,Valrico,5,178,194,2,2,11,0,0,3,0,113,91,38,181,105,119,113,91,38,181,105,119,113,91,38,181,105,119,6,0,0,33,29,5,66,48,34,328,248,315,239,318,241,6,10,3,81,119,55,11,3,41,54,105,48,3,4,20,30,70,200,0,0,0,0,0,0,0,0,0,1,550,.294,0,0,18,89,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,84,115,89,79,106,311,.9300,311,289,230,230,289,0,0,0,0,0,0,0,0,289,230,230,289,0,0,0,0,0,0,0,0,0,324,,,scolar000jon,@jojosco13,3,11
20923,0,0,-,,Lange,Justin,,22,11,9,2001,206,The United States,40825,Llano,4,193,181,1,1,11,0,0,4,0,110,119,103,85,89,131,104,109,100,82,84,122,206,242,268,249,167,253,7,2,2,81,68,63,112,52,5,324,220,325,222,357,272,7,12,1,101,67,45,12,3,55,76,82,75,3,2,86,94,138,200,0,0,0,0,0,0,0,0,0,1,550,.286,0,0,21,96,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,119,145,136,77,92,306,1.0500,358,315,0,221,221,0,0,0,0,0,0,0,0,396,0,348,301,0,0,0,0,0,0,0,0,0,379,,,lange-000jus,@J_Lange2210,3,12
62720,0,0,-,,Schaeffer,Brandon,,39,11,2,2000,206,The United States,95392,Auburn,4,188,194,2,2,11,0,0,2,0,67,25,33,54,71,51,67,25,33,54,71,51,67,25,33,54,71,51,7,0,0,30,38,17,35,40,74,349,314,332,310,336,311,7,10,2,119,100,47,10,3,45,39,24,44,1,1,57,57,48,150,0,0,0,0,0,0,0,0,0,1,550,.293,0,0,19,67,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,48,159,76,105,58,239,1.0000,241,204,250,0,250,0,0,0,0,0,0,0,0,206,253,0,253,0,0,0,0,0,0,0,0,0,387,,,schaef000bra,,1,10
32593,0,0,-,,Bradley Jr.,Jackie,JBJ,5,19,4,1990,206,The United States,64151,Richmond,1,178,196,2,1,8,1605,1605,13,2,309,361,326,338,319,300,317,367,287,334,370,248,315,365,302,335,357,261,1,3,2,80,88,143,94,125,115,2,2,2,2,2,2,1,1,1,1,0,1,0,3,31,32,101,22,1,1,152,159,144,0,0,0,0,0,0,200,200,200,0,1,550,.210,20,1,8,36,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,104,41,160,75,130,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,bradlja02,bradlja02,bradle000jac,@JackieBradleyJr,1,0
36467,0,0,-,,Harris,David,,14,10,8,1991,206,The United States,32688,Houston,1,185,190,1,1,4,0,0,6,0,340,346,317,231,346,339,330,337,301,212,355,310,333,339,305,217,353,317,15,2,2,91,66,102,105,117,74,41,49,41,49,41,49,15,11,10,14,0,40,1,4,124,96,127,98,1,1,122,103,116,0,0,0,10,10,0,150,150,200,0,1,550,.222,19,1,8,18,128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,35,64,114,100,38,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,389,,,harris008dav,,1,1
19752,0,0,-,,Fleming,William,,38,6,3,1999,206,The United States,4411,Asheville,4,198,220,1,1,11,0,0,5,0,97,97,33,38,105,85,97,97,33,38,105,85,97,97,33,38,105,85,8,2,2,19,38,17,1,194,12,332,366,351,377,342,372,8,5,1,88,71,44,13,3,21,2,43,11,2,8,39,29,2,200,0,0,0,0,0,0,0,0,0,1,550,.300,0,0,20,51,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,94,127,109,123,88,237,1.0750,237,195,195,0,195,195,0,0,0,0,0,0,0,195,195,0,195,195,0,0,0,0,0,0,0,0,365,,,flemin004wil,@williamf07,2,13
62892,0,0,-,,Maldonado,Gerelmi,,61,21,12,2003,210,Venezuela,62389,Palo Negro,5,188,170,1,1,11,0,0,5,0,115,109,13,101,97,132,122,98,14,111,102,145,127,131,46,109,115,142,7,0,0,27,27,18,35,77,33,336,227,360,238,393,299,7,5,1,76,106,51,13,3,55,51,95,30,3,4,11,32,46,200,0,0,0,0,0,0,0,0,0,1,550,.286,0,0,17,92,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,58,88,79,65,303,1.0500,439,267,267,0,215,0,0,0,0,0,0,0,0,425,425,0,380,0,0,0,0,0,0,0,0,0,355,,,maldon000ger,,3,15
56586,0,0,-,,Sanchez,Yanquiel,,0,28,1,2001,49,Cuba,0,,5,191,201,2,2,11,0,0,4,0,48,69,2,44,66,12,50,62,2,40,71,12,51,82,2,43,71,15,5,0,0,2,3,1,1,35,1,412,288,392,274,416,277,5,13,1,62,56,43,5,3,25,18,65,5,1,1,3,16,5,150,0,0,0,0,0,0,0,0,0,1,550,.279,0,0,15,77,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,101,78,65,110,77,249,.9300,301,418,289,0,289,0,0,0,0,0,0,0,0,383,289,0,383,0,0,0,0,0,0,0,0,0,409,,,sanche002yan,,1,5
26871,0,0,-,,Richardson,Grant,,6,13,7,1999,206,The United States,25672,Fishers,4,183,209,2,2,9,0,0,5,0,251,324,358,299,207,300,254,347,374,329,230,283,253,341,370,322,224,287,10,2,2,92,118,147,115,119,111,57,43,57,43,57,43,10,10,4,102,90,44,8,3,50,87,121,82,16,13,124,103,135,0,0,0,0,0,0,175,150,200,0,1,550,.198,16,1,12,34,175,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,73,79,115,109,135,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,393,,,richar003gra,@Grantr_1,16,8
25033,0,0,-,,Dearden,Tyler,,24,6,7,1998,206,The United States,52143,Mount Holly,4,188,201,2,1,7,0,0,9,0,312,324,166,298,248,356,342,341,239,321,338,350,336,337,221,315,323,353,13,2,2,90,13,31,86,111,61,2,2,2,2,2,2,13,15,30,1,0,41,2,2,58,91,87,42,4,1,114,98,89,0,0,0,0,0,0,200,0,200,0,1,550,.219,19,1,4,33,140,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,107,73,130,73,89,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,379,,,dearde001tyl,,4,2
24568,0,0,-,,Giambrone,Trent,,27,20,12,1993,206,The United States,49854,Metairie,4,180,190,1,1,4,5,5,7,0,319,373,222,388,323,317,309,360,206,366,313,307,312,363,210,373,315,311,13,2,2,92,104,152,151,114,101,2,2,2,2,2,2,13,15,30,1,0,41,10,3,121,114,115,98,1,1,111,101,110,0,0,0,200,150,200,125,25,125,0,1,550,.207,20,2,4,44,143,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,75,99,161,109,114,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,377,giambtr01,giambtr01,giambr000tre,@Trentgiambrone3,1,10
2039,0,0,-,,Kohlwey,Taylor,,32,20,7,1994,206,The United States,32317,Holmen,4,188,201,2,2,7,12,12,9,0,256,343,266,371,242,277,283,321,297,390,289,281,276,326,289,385,277,280,13,0,0,78,83,145,144,144,123,2,2,2,2,2,2,13,15,30,1,0,40,10,3,53,62,82,31,1,1,120,112,104,0,0,200,0,0,0,200,100,200,0,1,550,.198,17,1,7,47,157,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,111,97,121,100,119,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,kohlwta01,kohlwta01,kohlwe000tay,,1,10
70160,0,0,-,,Gomes,Gabriel,,16,31,3,2004,28,Brazil,4682,Atibaia,5,175,170,1,1,2,0,0,4,0,293,287,281,351,311,273,273,255,263,323,303,249,320,339,323,358,331,312,10,2,2,112,44,148,53,116,46,10,6,12,12,17,12,10,10,11,9,0,31,1,3,35,58,60,18,98,105,20,30,43,0,200,150,0,0,0,0,0,0,0,1,550,.197,12,1,6,36,147,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,102,54,113,84,78,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,387,,,gomes-000gab,,102,1
57446,0,0,-,,Curry,Aidan,,37,25,7,2002,206,The United States,57846,Ossining,4,196,185,1,1,11,0,0,6,0,108,134,41,74,115,100,108,134,41,74,115,100,108,134,41,74,115,100,5,1,0,29,37,17,33,72,39,309,253,326,265,383,367,5,6,2,108,77,38,13,3,61,42,37,58,1,1,8,8,8,200,0,0,0,0,0,0,0,0,0,1,550,.289,0,0,26,83,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,67,119,93,104,63,312,1.0500,436,266,266,0,215,215,0,0,0,0,0,0,0,419,419,0,317,317,0,0,0,0,0,0,0,0,387,,,curry-000aid,,1,14
48350,0,0,-,,Planez,Alexfri,,33,17,8,2001,210,Venezuela,17321,Caracas,5,191,207,1,1,9,0,0,7,0,290,356,418,240,316,259,246,301,406,225,239,260,364,408,446,284,386,345,14,2,2,72,64,143,108,119,86,12,33,12,33,12,33,14,6,14,13,0,37,1,3,38,52,122,19,1,1,114,114,139,0,0,0,0,0,0,200,150,200,0,1,550,.205,15,1,16,20,162,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,105,77,70,70,80,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,387,,,planez001ale,,1,1
21122,0,0,-,,Swarmer,Matt,,67,25,9,1993,206,The United States,65266,Reading,4,196,194,1,1,11,44,44,8,0,175,88,33,145,228,124,170,85,30,139,219,114,171,86,31,141,221,116,4,1,1,29,20,22,46,79,54,302,305,319,314,311,310,4,5,1,113,95,44,11,4,55,85,65,45,1,3,2,2,2,200,0,0,0,0,0,0,0,0,0,1,550,.305,0,0,23,67,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,102,114,89,95,108,278,1.1100,278,264,264,0,213,0,0,0,0,0,0,0,0,264,264,0,213,0,0,0,0,0,0,0,0,0,329,swarmma01,swarmma01,swarme000mat,,1,11
20462,0,0,-,,Daniels,Brett,,18,25,2,1996,206,The United States,24539,Fuquay-Varina,4,183,207,1,1,11,0,0,6,0,95,154,25,63,84,103,92,147,22,61,79,100,93,150,23,62,80,101,6,1,1,35,30,33,41,68,1,272,249,275,247,273,248,6,8,1,104,92,53,10,3,24,25,157,17,1,1,40,34,52,200,0,0,0,0,0,0,0,0,0,1,550,.299,0,0,23,87,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,124,25,104,112,130,294,.9450,294,277,222,222,277,0,0,0,0,0,0,0,0,277,222,222,277,0,0,0,0,0,0,0,0,0,340,,,daniel000bre,@iBrettDaniels,1,10
63939,0,0,-,,Vargas,Jordy,,8,6,11,2003,56,Dominican Republic,50912,Moca,1,191,152,1,1,11,0,0,5,0,111,125,23,124,102,119,118,128,25,112,105,131,121,127,43,119,115,128,6,0,0,35,30,22,53,80,41,285,228,285,230,391,325,6,10,1,106,92,48,13,3,52,64,91,44,2,1,19,34,59,200,0,0,0,0,0,0,0,0,0,1,550,.291,0,0,24,93,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,101,118,100,129,82,299,1.0500,420,228,0,322,228,0,0,0,0,0,0,0,0,379,0,425,322,0,0,0,0,0,0,0,0,0,374,,,vargas000jor,,2,15
43925,0,0,-,,Nakamura,Shogo,,8,28,5,1992,98,Japan,88099,Yoshikawa,2,180,190,1,1,4,997,997,6,0,253,245,255,324,195,247,252,276,254,324,197,246,315,268,213,301,351,272,6,0,0,87,119,131,70,128,104,5,5,5,5,5,5,6,14,13,1,0,41,1,4,149,118,132,158,0,0,119,88,102,0,0,0,200,0,0,0,0,0,0,1,550,.206,13,1,4,30,129,6,2000000,2000000,2000000,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,116,65,63,128,103,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,311,nakamu000sho,,nakamu000sho,,0,1
37049,0,0,-,,Feigl,Brady,,17,27,12,1990,206,The United States,73025,Severn,4,193,194,1,2,11,0,0,8,0,144,144,49,94,150,141,144,144,49,94,150,141,144,144,49,94,150,141,7,0,0,25,24,36,16,120,35,338,307,331,302,333,303,7,3,1,69,129,50,14,3,62,27,100,29,4,5,62,45,112,200,0,0,0,0,0,0,0,0,0,1,550,.309,0,0,18,69,95,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,101,64,121,111,106,342,.8910,342,330,0,297,236,0,0,0,0,0,0,0,0,330,0,297,236,0,0,0,0,0,0,0,0,0,175,feiglbr01,feiglbr01,feigl-000bra,@bmfeigl,4,14
26216,0,0,-,,Palmer,Trent,,15,2,4,1999,206,The United States,64971,Ramsey,4,185,229,1,1,11,0,0,5,0,123,77,17,112,137,109,123,77,17,112,137,109,123,77,17,112,137,109,6,1,1,27,29,2,51,45,19,315,255,346,283,332,270,6,8,1,75,98,52,12,3,7,55,61,10,1,4,44,35,44,200,0,0,0,0,0,0,0,0,0,1,550,.292,0,0,18,79,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,95,85,199,113,77,279,1.2320,279,228,228,228,228,0,228,0,0,0,0,0,0,228,228,228,228,0,228,0,0,0,0,0,0,0,353,,,palmer000tre,@palmer2413,1,12
21681,0,0,-,,Bettencourt,Trevor,,26,21,7,1994,206,The United States,52220,Mountain View (Contra Costa County),4,183,205,1,1,11,0,0,7,0,118,74,43,106,115,122,118,74,43,106,115,122,118,74,43,106,115,122,6,1,1,33,38,26,35,73,16,299,288,292,286,295,287,6,3,1,60,116,65,12,3,45,46,152,65,1,1,2,2,2,200,0,0,0,0,0,0,0,0,0,1,550,.300,0,0,17,74,78,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,148,19,107,99,107,280,.9980,280,261,0,261,211,0,0,0,0,0,0,0,0,261,0,261,211,0,0,0,0,0,0,0,0,0,316,,,betten000tre,@Tbetty24,1,12
1474,0,0,-,,O'Sullivan,Liam,,10,18,6,1991,206,The United States,29409,Grafton,4,191,225,1,1,11,0,0,2,0,56,58,52,18,66,33,60,64,57,20,71,35,59,62,56,19,70,34,2,0,0,41,38,44,42,77,41,245,322,258,325,252,324,2,1,1,128,103,45,10,3,44,66,92,65,2,2,1,1,1,200,0,0,0,0,0,0,0,0,0,1,550,.295,0,0,29,64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,111,116,116,46,131,262,1.0000,262,250,250,204,204,0,0,0,0,0,0,0,0,250,250,204,204,0,0,0,0,0,0,0,0,0,409,,,osulli000lia,,2,10
69693,0,0,-,,Albino,Eris,,28,24,1,2004,56,Dominican Republic,88174,Yaguate,1,198,223,1,1,11,0,0,4,0,148,102,27,113,130,158,132,92,24,124,117,149,149,109,25,121,150,152,8,0,0,33,27,19,52,98,20,235,193,279,206,346,249,8,12,3,84,61,58,14,3,45,76,94,37,1,2,19,41,53,150,0,0,0,0,0,0,0,0,0,1,550,.274,0,0,22,103,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,101,73,113,82,82,326,1.0500,416,0,277,0,222,0,316,0,0,0,0,0,0,0,379,0,322,0,425,0,0,0,0,0,0,0,411,,,albino000eri,,1,16
63170,0,0,-,,Ravelo,Luis,,41,5,11,2003,56,Dominican Republic,71432,Santo Domingo,1,185,187,3,1,6,0,0,5,0,270,317,185,310,317,221,280,293,214,323,262,301,356,352,260,395,384,332,11,0,0,100,15,31,112,107,84,8,5,17,3,20,15,11,7,5,9,0,37,1,3,149,151,140,144,3,2,108,122,100,0,0,0,200,0,200,0,0,0,0,1,550,.195,14,1,4,34,156,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,102,61,86,91,68,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,385,,,ravelo001lui,,3,1
63166,0,0,-,,Lira,Enderso,,48,11,10,2003,210,Venezuela,69935,San Felipe,5,185,185,1,1,2,0,0,5,0,304,215,191,292,328,274,276,299,284,279,298,261,331,322,261,357,365,300,11,0,0,75,50,148,97,109,70,9,17,19,22,15,20,11,8,7,7,0,27,1,3,29,49,72,18,124,109,34,28,38,0,200,0,0,0,0,0,0,0,0,1,550,.198,14,1,6,27,147,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,99,102,121,148,161,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,392,,,lira--000end,,117,1
55693,0,0,-,,Fisher,Cam,,1,12,6,2001,206,The United States,39092,Knoxville,4,183,209,2,1,9,0,0,3,0,200,305,401,400,137,270,201,282,414,413,198,214,335,384,429,435,192,423,7,3,2,180,136,153,93,76,15,30,30,33,30,32,30,7,11,11,1,36,36,1,3,56,63,115,38,36,51,88,83,115,0,0,200,0,0,0,200,0,200,0,1,550,.187,10,2,17,53,188,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,119,72,102,122,85,1,1.0000,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,390,,,fisher001cam,,36,1
50793,0,0,-,,Carrasco,Luis,,30,19,12,2001,210,Venezuela,7279,Barquisimeto,5,185,181,1,1,11,0,0,6,0,147,116,18,94,115,164,145,112,20,85,123,157,146,131,20,128,123,159,5,0,0,28,23,25,35,68,28,317,301,326,305,382,361,5,6,1,114,97,47,12,3,52,54,93,47,1,2,18,43,50,200,0,0,0,0,0,0,0,0,0,1,550,.296,0,0,21,69,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,100,58,112,109,74,227,1.0500,339,193,0,193,193,0,193,0,0,0,0,0,0,290,0,231,290,0,290,0,0,0,0,0,0,0,393,,,carras002lui,,1,12
